		V;NFIN
ogias	ugar	V;SBJV;PRS;2;SG
ogn	agnear	V;IND;PRS;1;SG
ogn	aner	V;IND;PRS;1;SG
ogn	ignear	V;IND;PRS;1;SG
ogn	ugnear	V;IND;PRS;1;SG
ogna	agnear	V;IND;PRS;3;SG
ogna	aner	V;IMP;2;SG
ogna	ignear	V;IND;PRS;3;SG
ogna	ugnear	V;IND;PRS;3;SG
ognan	agnear	V;IND;PRS;3;PL
ognan	aner	V;SBJV;PRS;3;PL
ognan	ignear	V;IND;PRS;3;PL
ognan	ugnear	V;SBJV;PRS;3;PL
ognas	agnear	V;SBJV;PRS;2;SG
ognas	aner	V;SBJV;PRS;2;SG
ognas	ignear	V;IND;PRS;2;SG
ognas	ugnear	V;IND;PRS;2;SG
ognel	agnear	V;IND;PRS;1;SG
ognel	aner	V;IND;PRS;1;SG
ognel	ignear	V;IND;PRS;1;SG
ognel	ugnear	V;IND;PRS;1;SG
ogni	agnear	V;SBJV;PRS;3;SG
ogni	aner	V;SBJV;PRS;3;SG
ogni	ignear	V;SBJV;PRS;1;SG
ogni	ugnear	V;SBJV;PRS;3;SG
ognian	agnear	V;SBJV;PRS;3;PL
ognian	aner	V;SBJV;PRS;3;PL
ognian	ignear	V;SBJV;PRS;3;PL
ognian	ugnear	V;SBJV;PRS;3;PL
ognias	agnear	V;SBJV;PRS;2;SG
ognias	aner	V;SBJV;PRS;2;SG
ognias	ignear	V;SBJV;PRS;2;SG
ognias	ugnear	V;SBJV;PRS;2;SG
oj	ujear	V;IND;PRS;1;SG
oja	ujear	V;IMP;2;SG
ojan	ujear	V;SBJV;PRS;3;PL
ojas	ujear	V;SBJV;PRS;2;SG
ojel	ujear	V;IND;PRS;1;SG
oji	ujear	V;SBJV;PRS;1;SG
ojian	ujear	V;SBJV;PRS;3;PL
ojias	ujear	V;SBJV;PRS;2;SG
ol	alar	V;IND;PRS;1;SG
ol	ular	V;IND;PRS;1;SG
ol	uler	V;IND;PRS;1;SG
ola	alar	V;IMP;2;SG
ola	ular	V;IND;PRS;3;SG
ola	uler	V;IND;PRS;3;SG
olan	alar	V;IND;PRS;3;PL
olan	ular	V;SBJV;PRS;3;PL
olan	uler	V;IND;PRS;3;PL
olas	alar	V;SBJV;PRS;2;SG
olas	ular	V;SBJV;PRS;2;SG
olas	uler	V;IND;PRS;2;SG
olel	alar	V;IND;PRS;1;SG
olel	ular	V;IND;PRS;1;SG
olel	uler	V;IND;PRS;1;SG
oli	alar	V;SBJV;PRS;3;SG
oli	ular	V;SBJV;PRS;3;SG
oli	uler	V;SBJV;PRS;3;SG
olian	alar	V;SBJV;PRS;3;PL
olian	ular	V;SBJV;PRS;3;PL
olian	uler	V;SBJV;PRS;3;PL
olias	alar	V;SBJV;PRS;2;SG
olias	ular	V;SBJV;PRS;2;SG
olias	uler	V;SBJV;PRS;2;SG
olz	ulzar	V;IND;PRS;1;SG
olza	ulzar	V;IMP;2;SG
olzan	ulzar	V;SBJV;PRS;3;PL
olzas	ulzar	V;SBJV;PRS;2;SG
olzel	ulzar	V;IND;PRS;1;SG
olzi	ulzar	V;SBJV;PRS;1;SG
olzian	ulzar	V;SBJV;PRS;3;PL
olzias	ulzar	V;SBJV;PRS;2;SG
om	amar	V;IND;PRS;1;SG
om	umar	V;IND;PRS;1;SG
oma	amar	V;IMP;2;SG
oma	umar	V;IND;PRS;3;SG
oman	amar	V;SBJV;PRS;3;PL
oman	umar	V;SBJV;PRS;3;PL
omas	amar	V;SBJV;PRS;2;SG
omas	umar	V;IND;PRS;2;SG
omel	amar	V;IND;PRS;1;SG
omel	umar	V;IND;PRS;1;SG
omg	amgear	V;IND;PRS;1;SG
omg	umgear	V;IND;PRS;1;SG
omgan	amgear	V;SBJV;PRS;3;PL
omgas	amgear	V;SBJV;PRS;2;SG
omgel	amgear	V;IND;PRS;1;SG
omgel	umgear	V;IND;PRS;1;SG
omgi	amgear	V;SBJV;PRS;3;SG
omgi	umgear	V;SBJV;PRS;1;SG
omgia	amgear	V;IMP;2;SG
omgia	umgear	V;IMP;2;SG
omgian	amgear	V;IND;PRS;3;PL
omgian	umgear	V;SBJV;PRS;3;PL
omgias	amgear	V;SBJV;PRS;2;SG
omgias	umgear	V;IND;PRS;2;SG
omgn	amgnear	V;IND;PRS;1;SG
omgna	amgnear	V;IMP;2;SG
omgnan	amgnear	V;IND;PRS;3;PL
omgnas	amgnear	V;SBJV;PRS;2;SG
omgnel	amgnear	V;IND;PRS;1;SG
omgni	amgnear	V;SBJV;PRS;1;SG
omgnian	amgnear	V;SBJV;PRS;3;PL
omgnias	amgnear	V;SBJV;PRS;2;SG
omi	amar	V;SBJV;PRS;3;SG
omi	umar	V;SBJV;PRS;3;SG
omian	amar	V;SBJV;PRS;3;PL
omian	umar	V;SBJV;PRS;3;PL
omias	amar	V;SBJV;PRS;2;SG
omias	umar	V;SBJV;PRS;2;SG
omp	ampar	V;IND;PRS;1;SG
ompa	ampar	V;IND;PRS;3;SG
ompan	ampar	V;IND;PRS;3;PL
ompas	ampar	V;SBJV;PRS;2;SG
ompel	ampar	V;IND;PRS;1;SG
ompi	ampar	V;SBJV;PRS;1;SG
ompian	ampar	V;SBJV;PRS;3;PL
ompias	ampar	V;SBJV;PRS;2;SG
on	anar	V;IND;PRS;1;SG
on	uder	V;IND;PRS;3;PL
on	uer	V;IND;PRS;3;PL
ona	anar	V;IMP;2;SG
onan	anar	V;SBJV;PRS;3;PL
onas	anar	V;SBJV;PRS;2;SG
ond	andar	V;IND;PRS;1;SG
onda	andar	V;IND;PRS;3;SG
ondan	andar	V;IND;PRS;3;PL
ondas	andar	V;SBJV;PRS;2;SG
ondel	andar	V;IND;PRS;1;SG
ondi	andar	V;SBJV;PRS;3;SG
ondian	andar	V;SBJV;PRS;3;PL
ondias	andar	V;SBJV;PRS;2;SG
onel	anar	V;IND;PRS;1;SG
oni	anar	V;SBJV;PRS;1;SG
onian	anar	V;SBJV;PRS;3;PL
onias	anar	V;SBJV;PRS;2;SG
op	upar	V;IND;PRS;1;SG
opa	upar	V;IMP;2;SG
opan	upar	V;IND;PRS;3;PL
opas	upar	V;SBJV;PRS;2;SG
opel	upar	V;IND;PRS;1;SG
opi	upar	V;SBJV;PRS;3;SG
opian	upar	V;SBJV;PRS;3;PL
opias	upar	V;SBJV;PRS;2;SG
optg	uptgear	V;IND;PRS;1;SG
optga	uptgear	V;IND;PRS;3;SG
optgan	uptgear	V;IND;PRS;3;PL
optgas	uptgear	V;SBJV;PRS;2;SG
optgel	uptgear	V;IND;PRS;1;SG
optgi	uptgear	V;SBJV;PRS;3;SG
optgian	uptgear	V;SBJV;PRS;3;PL
optgias	uptgear	V;SBJV;PRS;2;SG
or	urar	V;IND;PRS;1;SG
or	urir	V;IND;PRS;1;SG
ora	urar	V;IMP;2;SG
ora	urir	V;IND;PRS;3;SG
oran	urar	V;SBJV;PRS;3;PL
oran	urir	V;SBJV;PRS;3;PL
oras	urar	V;SBJV;PRS;2;SG
oras	urir	V;SBJV;PRS;2;SG
orcl	urclar	V;IND;PRS;1;SG
orcla	urclar	V;IMP;2;SG
orclan	urclar	V;IND;PRS;3;PL
orclas	urclar	V;SBJV;PRS;2;SG
orclel	urclar	V;IND;PRS;1;SG
orcli	urclar	V;SBJV;PRS;3;SG
orclian	urclar	V;SBJV;PRS;3;PL
orclias	urclar	V;SBJV;PRS;2;SG
ord	urdar	V;IND;PRS;1;SG
orda	urdar	V;IMP;2;SG
ordan	urdar	V;IND;PRS;3;PL
ordas	urdar	V;IND;PRS;2;SG
ordel	urdar	V;IND;PRS;1;SG
ordi	urdar	V;SBJV;PRS;1;SG
ordian	urdar	V;SBJV;PRS;3;PL
ordias	urdar	V;SBJV;PRS;2;SG
orel	urar	V;IND;PRS;1;SG
orel	urir	V;IND;PRS;1;SG
ori	urar	V;SBJV;PRS;3;SG
ori	urir	V;SBJV;PRS;3;SG
orian	urar	V;SBJV;PRS;3;PL
orian	urir	V;SBJV;PRS;3;PL
orias	urar	V;SBJV;PRS;2;SG
orias	urir	V;SBJV;PRS;2;SG
orm	urmir	V;IND;PRS;1;SG
orma	urmir	V;IMP;2;SG
orman	urmir	V;IND;PRS;3;PL
ormas	urmir	V;SBJV;PRS;2;SG
ormel	urmir	V;IND;PRS;1;SG
ormi	urmir	V;SBJV;PRS;3;SG
ormian	urmir	V;SBJV;PRS;3;PL
ormias	urmir	V;SBJV;PRS;2;SG
orn	urnar	V;IND;PRS;1;SG
orna	urnar	V;IND;PRS;3;SG
ornan	urnar	V;SBJV;PRS;3;PL
ornas	urnar	V;SBJV;PRS;2;SG
ornel	urnar	V;IND;PRS;1;SG
orni	urnar	V;SBJV;PRS;3;SG
ornian	urnar	V;SBJV;PRS;3;PL
ornias	urnar	V;SBJV;PRS;2;SG
ort	urir	V.PTCP;PST;MASC;SG
ort	urtar	V;IND;PRS;1;SG
ort	utar	V;IND;PRS;1;SG
orta	urir	V.PTCP;PST;FEM;SG
orta	urtar	V;IMP;2;SG
orta	utar	V;IMP;2;SG
ortan	urtar	V;IND;PRS;3;PL
ortan	utar	V;IND;PRS;3;PL
ortas	urir	V.PTCP;PST;FEM;PL
ortas	urtar	V;SBJV;PRS;2;SG
ortas	utar	V;SBJV;PRS;2;SG
ortel	urtar	V;IND;PRS;1;SG
ortel	utar	V;IND;PRS;1;SG
ortg	urtgear	V;IND;PRS;1;SG
ortga	urtgear	V;IND;PRS;3;SG
ortgan	urtgear	V;IND;PRS;3;PL
ortgas	urtgear	V;SBJV;PRS;2;SG
ortgel	urtgear	V;IND;PRS;1;SG
ortgi	urtgear	V;SBJV;PRS;3;SG
ortgian	urtgear	V;SBJV;PRS;3;PL
ortgias	urtgear	V;SBJV;PRS;2;SG
orti	urtar	V;SBJV;PRS;3;SG
orti	utar	V;SBJV;PRS;3;SG
ortian	urtar	V;SBJV;PRS;3;PL
ortian	utar	V;SBJV;PRS;3;PL
ortias	urtar	V;SBJV;PRS;2;SG
ortias	utar	V;SBJV;PRS;2;SG
orts	urir	V.PTCP;PST;MASC;PL
orz	urzar	V;IND;PRS;1;SG
orza	urzar	V;IMP;2;SG
orzan	urzar	V;SBJV;PRS;3;PL
orzas	urzar	V;SBJV;PRS;2;SG
orzel	urzar	V;IND;PRS;1;SG
orzi	urzar	V;SBJV;PRS;3;SG
orzian	urzar	V;SBJV;PRS;3;PL
orzias	urzar	V;SBJV;PRS;2;SG
os	ar	V.PTCP;PST;MASC;PL
os	ear	V.PTCP;PST;MASC;PL
os	er	V.PTCP;PST;MASC;PL
os	ir	V.PTCP;PST;MASC;PL
os	uder	V;IND;PRS;2;SG
os	uer	V;IND;PRS;2;SG
os	usar	V;IND;PRS;1;SG
osa	usar	V;IMP;2;SG
osan	usar	V;IND;PRS;3;PL
osas	usar	V;IND;PRS;2;SG
osch	uschar	V;IND;PRS;1;SG
osch	uschir	V;IND;PRS;1;SG
oscha	uschar	V;IMP;2;SG
oscha	uschir	V;IMP;2;SG
oschan	uschar	V;IND;PRS;3;PL
oschan	uschir	V;SBJV;PRS;3;PL
oschas	uschar	V;SBJV;PRS;2;SG
oschas	uschir	V;SBJV;PRS;2;SG
oschel	uschar	V;IND;PRS;1;SG
oschel	uschir	V;IND;PRS;1;SG
oschi	uschar	V;SBJV;PRS;3;SG
oschi	uschir	V;SBJV;PRS;3;SG
oschian	uschar	V;SBJV;PRS;3;PL
oschian	uschir	V;SBJV;PRS;3;PL
oschias	uschar	V;SBJV;PRS;2;SG
oschias	uschir	V;SBJV;PRS;2;SG
osel	uder	V;IND;PRS;1;SG
osel	usar	V;IND;PRS;1;SG
osi	usar	V;SBJV;PRS;1;SG
osian	usar	V;SBJV;PRS;3;PL
osias	usar	V;SBJV;PRS;2;SG
oss	assar	V;IND;PRS;1;SG
oss	ussar	V;IND;PRS;1;SG
ossa	assar	V;IMP;2;SG
ossa	ussar	V;IMP;2;SG
ossan	assar	V;IND;PRS;3;PL
ossan	uder	V;SBJV;PRS;3;PL
ossan	ussar	V;SBJV;PRS;3;PL
ossas	assar	V;SBJV;PRS;2;SG
ossas	uder	V;SBJV;PRS;2;SG
ossas	ussar	V;SBJV;PRS;2;SG
ossel	assar	V;IND;PRS;1;SG
ossel	ussar	V;IND;PRS;1;SG
ossi	assar	V;SBJV;PRS;1;SG
ossi	uder	V;SBJV;PRS;3;SG
ossi	ussar	V;SBJV;PRS;3;SG
ossian	assar	V;SBJV;PRS;3;PL
ossian	uder	V;SBJV;PRS;3;PL
ossian	ussar	V;SBJV;PRS;3;PL
ossias	assar	V;SBJV;PRS;2;SG
ossias	uder	V;SBJV;PRS;2;SG
ossias	ussar	V;SBJV;PRS;2;SG
ost	ustar	V;IND;PRS;1;SG
osta	ustar	V;IMP;2;SG
ostan	ustar	V;SBJV;PRS;3;PL
ostas	ustar	V;SBJV;PRS;2;SG
ostel	ustar	V;IND;PRS;1;SG
osti	ustar	V;SBJV;PRS;1;SG
ostian	ustar	V;SBJV;PRS;3;PL
ostias	ustar	V;SBJV;PRS;2;SG
ot	atar	V;IND;PRS;1;SG
ota	atar	V;IMP;2;SG
otan	atar	V;SBJV;PRS;3;PL
otas	atar	V;SBJV;PRS;2;SG
otel	atar	V;IND;PRS;1;SG
otg	uir	V.PTCP;PST;MASC;SG
otga	uir	V.PTCP;PST;FEM;SG
otgan	uer	V;SBJV;PRS;3;PL
otgas	uer	V;SBJV;PRS;2;SG
otgas	uir	V.PTCP;PST;FEM;PL
otgi	uer	V;SBJV;PRS;3;SG
otgian	uer	V;SBJV;PRS;3;PL
otgias	uer	V;SBJV;PRS;2;SG
otgs	uir	V.PTCP;PST;MASC;PL
oti	atar	V;SBJV;PRS;3;SG
otian	atar	V;SBJV;PRS;3;PL
otias	atar	V;SBJV;PRS;2;SG
otl	utlar	V;IND;PRS;1;SG
otla	utlar	V;IND;PRS;3;SG
otlan	utlar	V;SBJV;PRS;3;PL
otlas	utlar	V;SBJV;PRS;2;SG
otlel	utlar	V;IND;PRS;1;SG
otli	utlar	V;SBJV;PRS;3;SG
otlian	utlar	V;SBJV;PRS;3;PL
otlias	utlar	V;SBJV;PRS;2;SG
ov	uvar	V;IND;PRS;1;SG
ova	uvar	V;IMP;2;SG
ovan	uvar	V;SBJV;PRS;3;PL
ovas	uvar	V;IND;PRS;2;SG
ovel	uvar	V;IND;PRS;1;SG
ovi	uvar	V;SBJV;PRS;3;SG
ovian	uvar	V;SBJV;PRS;3;PL
ovias	uvar	V;SBJV;PRS;2;SG
ovr	uvrar	V;IND;PRS;1;SG
ovra	uvrar	V;IMP;2;SG
ovran	uvrar	V;SBJV;PRS;3;PL
ovras	uvrar	V;SBJV;PRS;2;SG
ovrel	uvrar	V;IND;PRS;1;SG
ovri	uvrar	V;SBJV;PRS;3;SG
ovrian	uvrar	V;SBJV;PRS;3;PL
ovrias	uvrar	V;SBJV;PRS;2;SG
patarlad	batarlar	V;IMP;2;PL
patarlada	batarlar	V.PTCP;PST;FEM;SG
patarladas	batarlar	V.PTCP;PST;FEM;PL
patarlagn	batarlar	V;IND;PRS;1;PL
patarlar	batarlar	V;IND;FUT;2;SG
patarlass	batarlar	V;COND;1;SG
patarlassan	batarlar	V;COND;3;PL
patarlassas	batarlar	V;COND;2;PL
patarlava	batarlar	V;IND;PST;2;SG;IPFV
patarlavan	batarlar	V;IND;PST;1;PL;IPFV
patarlavas	batarlar	V;IND;PST;2;PL;IPFV
patarlaz	batarlar	V;IND;PRS;2;PL
patarleian	batarlar	V;SBJV;PRS;1;PL
patarleias	batarlar	V;SBJV;PRS;2;PL
patarlo	batarlar	V.PTCP;PST;MASC;SG
patarlos	batarlar	V.PTCP;PST;MASC;PL
patarlànd	batarlar	V.PTCP;PRS
patearl	batarlar	V;IND;PRS;1;SG
patearla	batarlar	V;IMP;2;SG
patearlan	batarlar	V;IND;PRS;3;PL
patearlas	batarlar	V;IND;PRS;2;SG
patearli	batarlar	V;SBJV;PRS;3;SG
patearlian	batarlar	V;SBJV;PRS;3;PL
patearlias	batarlar	V;SBJV;PRS;2;SG
patearlli	batarlar	V;SBJV;PRS;1;SG
petg	titgear	V;IND;PRS;1;SG
petga	titgear	V;IMP;2;SG
petgan	titgear	V;SBJV;PRS;3;PL
petgas	titgear	V;SBJV;PRS;2;SG
petgel	titgear	V;IND;PRS;1;SG
petgi	titgear	V;SBJV;PRS;3;SG
petgian	titgear	V;SBJV;PRS;3;PL
petgias	titgear	V;SBJV;PRS;2;SG
pitgagn	titgear	V;IND;PRS;1;PL
pitgead	titgear	V;IMP;2;PL
pitgeada	titgear	V.PTCP;PST;FEM;SG
pitgeadas	titgear	V.PTCP;PST;FEM;PL
pitgear	titgear	V;IND;FUT;1;PL
pitgeava	titgear	V;IND;PST;1;SG;IPFV
pitgeavan	titgear	V;IND;PST;3;PL;IPFV
pitgeavas	titgear	V;IND;PST;2;PL;IPFV
pitgeaz	titgear	V;IND;PRS;2;PL
pitgeian	titgear	V;SBJV;PRS;1;PL
pitgeias	titgear	V;SBJV;PRS;2;PL
pitgess	titgear	V;COND;3;SG
pitgessan	titgear	V;COND;1;PL
pitgessas	titgear	V;COND;2;PL
pitgieu	titgear	V.PTCP;PST;MASC;SG
pitgieus	titgear	V.PTCP;PST;MASC;PL
pitgànd	titgear	V.PTCP;PRS
porta	natier	V;IND;PRS;3;SG
portan	natier	V;SBJV;PRS;3;PL
portas	natier	V;IND;PRS;2;SG
portel	natier	V;IND;PRS;1;SG
porti	natier	V;SBJV;PRS;3;SG
portian	natier	V;SBJV;PRS;3;PL
portias	natier	V;SBJV;PRS;2;SG
prandagn	dapar	V;IND;PRS;1;PL
prandagn	tgavester	V;IND;PRS;1;PL
prandeian	dapar	V;SBJV;PRS;1;PL
prandeian	tgavester	V;SBJV;PRS;1;PL
prandeias	dapar	V;SBJV;PRS;2;PL
prandeias	tgavester	V;SBJV;PRS;2;PL
prandess	dapar	V;COND;3;SG
prandess	tgavester	V;COND;3;SG
prandessan	dapar	V;COND;3;PL
prandessan	tgavester	V;COND;1;PL
prandessas	dapar	V;COND;2;SG
prandessas	tgavester	V;COND;2;SG
prandeva	dapar	V;IND;PST;3;SG;IPFV
prandeva	tgavester	V;IND;PST;3;SG;IPFV
prandevan	dapar	V;IND;PST;3;PL;IPFV
prandevan	tgavester	V;IND;PST;1;PL;IPFV
prandevas	dapar	V;IND;PST;2;SG;IPFV
prandevas	tgavester	V;IND;PST;2;SG;IPFV
prandez	dapar	V;IND;PRS;2;PL
prandez	tgavester	V;IND;PRS;2;PL
prenda	dapar	V;IND;PRS;3;SG
prenda	tgavester	V;IND;PRS;3;SG
prendan	dapar	V;IND;PRS;3;PL
prendan	tgavester	V;IND;PRS;3;PL
prendas	dapar	V;IND;PRS;2;SG
prendas	tgavester	V;IND;PRS;2;SG
prendel	dapar	V;IND;PRS;1;SG
prendel	tgavester	V;IND;PRS;1;SG
prender	dapar	V;IND;FUT;3;PL
prender	tgavester	V;IND;FUT;3;PL
prendi	dapar	V;SBJV;PRS;3;SG
prendi	tgavester	V;SBJV;PRS;3;SG
prendian	dapar	V;SBJV;PRS;3;PL
prendian	tgavester	V;SBJV;PRS;3;PL
prendias	dapar	V;SBJV;PRS;2;SG
prendias	tgavester	V;SBJV;PRS;2;SG
prida	dapar	V.PTCP;PST;FEM;SG
prida	tgavester	V.PTCP;PST;FEM;SG
pridas	dapar	V.PTCP;PST;FEM;PL
pridas	tgavester	V.PTCP;PST;FEM;PL
prieus	dapar	V.PTCP;PST;MASC;PL
prieus	tgavester	V.PTCP;PST;MASC;PL
purtada	natier	V.PTCP;PST;FEM;SG
purtadas	natier	V.PTCP;PST;FEM;PL
purtagn	natier	V;IND;PRS;1;PL
purtar	natier	V;IND;FUT;2;SG
purtass	natier	V;COND;3;SG
purtassan	natier	V;COND;3;PL
purtassas	natier	V;COND;2;SG
purtava	natier	V;IND;PST;3;SG;IPFV
purtavan	natier	V;IND;PST;3;PL;IPFV
purtavas	natier	V;IND;PST;2;PL;IPFV
purtaz	natier	V;IND;PRS;2;PL
purteian	natier	V;SBJV;PRS;1;PL
purteias	natier	V;SBJV;PRS;2;PL
purtos	natier	V.PTCP;PST;MASC;PL
quagl	cugliear	V;IND;PRS;1;SG
quaglel	cugliear	V;IND;PRS;1;SG
quagli	cugliear	V;SBJV;PRS;1;SG
quaglia	cugliear	V;IND;PRS;3;SG
quaglian	cugliear	V;IND;PRS;3;PL
quaglias	cugliear	V;IND;PRS;2;SG
quagliel	cugliear	V;IND;PRS;1;SG
quel	culir	V;IND;PRS;1;SG
quela	culir	V;IMP;2;SG
quelan	culir	V;IND;PRS;3;PL
quelas	culir	V;SBJV;PRS;2;SG
quelel	culir	V;IND;PRS;1;SG
queli	culir	V;SBJV;PRS;1;SG
quelian	culir	V;SBJV;PRS;3;PL
quelias	culir	V;SBJV;PRS;2;SG
quiel	culir	V;IND;PRS;1;SG
quiela	culir	V;IND;PRS;3;SG
quielan	culir	V;IND;PRS;3;PL
quielas	culir	V;SBJV;PRS;2;SG
quielel	culir	V;IND;PRS;1;SG
quieli	culir	V;SBJV;PRS;1;SG
quielian	culir	V;SBJV;PRS;3;PL
quielias	culir	V;SBJV;PRS;2;SG
quier	curir	V;IND;PRS;1;SG
quiera	curir	V;IMP;2;SG
quieran	curir	V;SBJV;PRS;3;PL
quieras	curir	V;SBJV;PRS;2;SG
quierel	curir	V;IND;PRS;1;SG
quieri	curir	V;SBJV;PRS;1;SG
quierian	curir	V;SBJV;PRS;3;PL
quierias	curir	V;SBJV;PRS;2;SG
ra	sser	V;IND;PST;1;SG;IPFV
rag	argear	V;IND;PRS;1;SG
rag	argir	V;IND;PRS;1;SG
ragel	argear	V;IND;PRS;1;SG
ragel	argir	V;IND;PRS;1;SG
ragi	argear	V;SBJV;PRS;1;SG
ragi	argir	V;SBJV;PRS;3;SG
ragia	argear	V;IMP;2;SG
ragia	argir	V;IMP;2;SG
ragian	argear	V;SBJV;PRS;3;PL
ragian	argir	V;SBJV;PRS;3;PL
ragias	argear	V;SBJV;PRS;2;SG
ragias	argir	V;SBJV;PRS;2;SG
rah	arhar	V;IND;PRS;1;SG
raha	arhar	V;IMP;2;SG
rahan	arhar	V;IND;PRS;3;PL
rahas	arhar	V;SBJV;PRS;2;SG
rahel	arhar	V;IND;PRS;1;SG
rahi	arhar	V;SBJV;PRS;3;SG
rahian	arhar	V;SBJV;PRS;3;PL
rahias	arhar	V;SBJV;PRS;2;SG
ran	sser	V;IND;PST;1;PL;IPFV
rap	arpar	V;IND;PRS;1;SG
rapa	arpar	V;IND;PRS;3;SG
rapan	arpar	V;IND;PRS;3;PL
rapas	arpar	V;IND;PRS;2;SG
rapel	arpar	V;IND;PRS;1;SG
rapi	arpar	V;SBJV;PRS;3;SG
rapian	arpar	V;SBJV;PRS;3;PL
rapias	arpar	V;SBJV;PRS;2;SG
ras	arsar	V;IND;PRS;1;SG
ras	sser	V;IND;PST;2;PL;IPFV
rasa	arsar	V;IND;PRS;3;SG
rasan	arsar	V;SBJV;PRS;3;PL
rasas	arsar	V;SBJV;PRS;2;SG
rasch	arschar	V;IND;PRS;1;SG
rascha	arschar	V;IMP;2;SG
raschan	arschar	V;IND;PRS;3;PL
raschas	arschar	V;SBJV;PRS;2;SG
raschel	arschar	V;IND;PRS;1;SG
raschi	arschar	V;SBJV;PRS;1;SG
raschian	arschar	V;SBJV;PRS;3;PL
raschias	arschar	V;SBJV;PRS;2;SG
rasel	arsar	V;IND;PRS;1;SG
rasi	arsar	V;SBJV;PRS;3;SG
rasian	arsar	V;SBJV;PRS;3;PL
rasias	arsar	V;SBJV;PRS;2;SG
rass	arsar	V;IND;PRS;1;SG
rassa	arsar	V;IND;PRS;3;SG
rassan	arsar	V;IND;PRS;3;PL
rassas	arsar	V;SBJV;PRS;2;SG
rassel	arsar	V;IND;PRS;1;SG
rassi	arsar	V;SBJV;PRS;3;SG
rassian	arsar	V;SBJV;PRS;3;PL
rassias	arsar	V;SBJV;PRS;2;SG
rat	artar	V;IND;PRS;1;SG
rata	artar	V;IMP;2;SG
ratan	artar	V;IND;PRS;3;PL
ratas	artar	V;SBJV;PRS;2;SG
ratel	artar	V;IND;PRS;1;SG
ratg	artgear	V;IND;PRS;1;SG
ratga	artgear	V;IMP;2;SG
ratgan	artgear	V;IND;PRS;3;PL
ratgas	artgear	V;SBJV;PRS;2;SG
ratgel	artgear	V;IND;PRS;1;SG
ratgi	artgear	V;SBJV;PRS;3;SG
ratgian	artgear	V;SBJV;PRS;3;PL
ratgias	artgear	V;SBJV;PRS;2;SG
rati	artar	V;SBJV;PRS;1;SG
ratian	artar	V;SBJV;PRS;3;PL
ratias	artar	V;SBJV;PRS;2;SG
ratsch	artschar	V;IND;PRS;1;SG
ratscha	artschar	V;IND;PRS;3;SG
ratschan	artschar	V;IND;PRS;3;PL
ratschas	artschar	V;SBJV;PRS;2;SG
ratschel	artschar	V;IND;PRS;1;SG
ratschi	artschar	V;SBJV;PRS;3;SG
ratschian	artschar	V;SBJV;PRS;3;PL
ratschias	artschar	V;SBJV;PRS;2;SG
read	ardar	V;IND;PRS;1;SG
reada	ardar	V;IND;PRS;3;SG
readan	ardar	V;SBJV;PRS;3;PL
readas	ardar	V;IND;PRS;2;SG
readel	ardar	V;IND;PRS;1;SG
readi	ardar	V;SBJV;PRS;3;SG
readian	ardar	V;SBJV;PRS;3;PL
readias	ardar	V;SBJV;PRS;2;SG
red	ardar	V;IND;PRS;1;SG
reda	ardar	V;IMP;2;SG
redan	ardar	V;IND;PRS;3;PL
redas	ardar	V;SBJV;PRS;2;SG
redel	ardar	V;IND;PRS;1;SG
redi	ardar	V;SBJV;PRS;3;SG
redian	ardar	V;SBJV;PRS;3;PL
redias	ardar	V;SBJV;PRS;2;SG
reg	argear	V;IND;PRS;1;SG
regel	argear	V;IND;PRS;1;SG
regi	argear	V;SBJV;PRS;3;SG
regia	argear	V;IMP;2;SG
regian	argear	V;IND;PRS;3;PL
regias	argear	V;IND;PRS;2;SG
regn	argnir	V;IND;PRS;1;SG
regna	argnir	V;IMP;2;SG
regnan	argnir	V;SBJV;PRS;3;PL
regnas	argnir	V;SBJV;PRS;2;SG
regnel	argnir	V;IND;PRS;1;SG
regni	argnir	V;SBJV;PRS;3;SG
regnian	argnir	V;SBJV;PRS;3;PL
ren	arnar	V;IND;PRS;1;SG
rena	arnar	V;IMP;2;SG
renan	arnar	V;SBJV;PRS;3;PL
renas	arnar	V;SBJV;PRS;2;SG
renel	arnar	V;IND;PRS;1;SG
reni	arnar	V;SBJV;PRS;3;SG
renian	arnar	V;SBJV;PRS;3;PL
renias	arnar	V;SBJV;PRS;2;SG
ri	ir	V;IMP;2;SG
riagn	ir	V;IND;PRS;1;PL
ried	ir	V;IMP;2;PL
rieian	ir	V;SBJV;PRS;1;PL
rieias	ir	V;SBJV;PRS;2;PL
riess	ir	V;COND;1;SG
riessan	ir	V;COND;1;PL
riessas	ir	V;COND;2;PL
rieva	ir	V;IND;PST;1;SG;IPFV
rievan	ir	V;IND;PST;1;PL;IPFV
rievas	ir	V;IND;PST;2;SG;IPFV
riez	ir	V;IND;PRS;2;PL
rin	ir	V;IND;PRS;3;PL
rir	ir	V;IND;FUT;2;SG
ris	ir	V;IND;PRS;1;SG
risan	ir	V;SBJV;PRS;3;PL
risas	ir	V;SBJV;PRS;2;SG
risel	ir	V;IND;PRS;1;SG
risi	ir	V;SBJV;PRS;3;SG
risian	ir	V;SBJV;PRS;3;PL
risiass	ir	V;SBJV;PRS;2;SG
riànd	ir	V.PTCP;PRS
rod	urdar	V;IND;PRS;1;SG
roda	urdar	V;IND;PRS;3;SG
rodan	urdar	V;IND;PRS;3;PL
